,"
                  ","
          Продукт        ","
          Бел, г        ","
          Жир, г        ","
          Угл, г        ","
          Кал, ккал        "
0,,Ткемали,0.2,0.3,15.2,65.0
1,,Тмин,19.8,14.6,11.9,333.0
2,,Томатная паста,5.6,1.5,16.7,92.0
3,,Травы итальянские,12.4,6.5,26.0,259.0
4,,Укроп сушеный,2.5,0.5,6.3,40.0
5,,Уксус бальзамический,0.5,0.0,17.0,88.0
6,,Уксус белый винный,0.0,0.0,5.9,14.0
7,,Уксус рисовый,0.3,0.0,13.0,54.0
8,,Уксус столовый 9%,0.0,0.0,3.0,32.0
9,,Уксус яблочный 3%,0.0,0.0,2.3,11.0
10,,Уксус яблочный 5%,0.0,0.0,0.7,18.0
11,,Уксус яблочный 6%,0.0,0.0,7.2,14.0
12,,Уксусная эссенция 70%,0.0,0.0,0.0,
13,,Фруктоза,0.0,0.0,99.8,399.0
14,,Хлебные крошки,14.4,5.7,77.5,395.0
15,,Хмели-сунели,5.0,40.0,10.0,417.0
16,,Хрен сушеный,3.2,0.4,10.5,56.0
17,,Хрен тёртый,3.2,0.4,10.5,56.0
18,,Хрен тёртый с клюквой,1.0,4.1,22.1,129.0
19,,Хрен тёртый с лимоном,2.2,7.8,9.6,117.0
20,,Хрен тёртый с чесноком,1.2,4.1,7.5,72.0
21,,Хрен тёртый со свеклой,1.1,4.1,7.8,73.0
22,,Хрен тёртый Столовый,2.2,7.8,9.6,117.0
23,,Цедра апельсина,0.9,0.1,3.0,16.0
24,,Цедра грейпфрута,0.7,0.2,6.5,29.0
25,,Цедра лайма,0.9,0.1,3.0,16.0
26,,Цедра лимона,0.9,0.1,3.0,16.0
27,,Цикорий,1.7,0.2,4.1,21.0
28,,Цикорий (корень),10.0,0.0,50.0,380.0
29,,Черемуха молотая,8.4,0.0,16.8,101.0
30,,Черемуха сушеная,8.4,0.0,16.8,101.0
31,,Чернушка посевная (калинджи),19.8,14.6,11.9,333.0
32,,Чеснок сушеный,16.0,0.4,75.0,345.0
33,,Шалфей,3.7,0.4,8.0,49.0
34,,Шалфей сушеный,10.6,12.8,20.4,315.0
35,,Шафран,11.4,5.9,65.4,310.0
36,,Шафран имеретинский (бархатцы),11.4,5.8,61.4,310.0
37,,Эстрагон,1.5,0.0,5.0,25.0
38,,Эстрагон сушеный,22.7,7.2,42.8,295.0
