name,protein,fats,carbs,calories,category,32
Клетчатка Агросельпром из семян льна,34.0,14.0,9.0,298.0,32
Клетчатка Агросельпром из ядер тыквенных семечек,27.0,10.0,19.0,274.0,32
Клетчатка мелкая,16.0,3.8,23.5,186.0,32
Клетчатка Сибирская,0.5,0.5,4.0,40.0,32
Кокосовая стружка,13.0,65.0,14.0,693.0,32
Коньячная эссенция,0.0,0.0,0.0,,32
Кориандр,1.5,0.0,5.0,25.0,32
Кориандр молотый,12.3,17.7,13.1,298.0,32
Корица,3.9,3.2,79.8,261.0,32
Краситель пищевой,0.0,0.0,0.0,,32
Крахмал картофельный,0.1,0.0,79.6,300.0,32
Крахмал кукурузный,1.0,0.6,85.2,329.0,32
Крахмал тапиоковый,0.0,0.0,88.0,360.0,32
Крем для торта Dr. Oetker шоколадный,15.9,28.6,34.0,457.0,32
Ксилит,0.0,0.0,97.9,367.0,32
Куркума,12.7,13.8,58.2,325.0,32
Куркума (корень),12.7,13.8,58.2,325.0,32
Кэроб,4.6,0.7,89.0,222.0,32
Лавровый лист,7.6,8.4,48.7,313.0,32
Лецитин,6.0,97.0,4.0,913.0,32
Лимонная кислота,0.0,0.0,0.0,,32
Лотос (корень),2.6,0.1,12.3,74.0,32
Луми,0.9,0.1,3.0,30.0,32
Любисток (корень),3.7,0.4,7.6,20.0,32
Майонез Calve Легкий,0.8,25.0,6.5,254.0,32
Майонез Calve Экстра Легкий,1.0,8.0,10.0,110.0,32
Майонез Диетический,1.4,20.0,4.4,204.0,32
Майонез Домашний (готовый),5.3,58.7,4.5,568.0,32
Майонез Европейский,1.4,72.0,2.6,665.0,32
Майонез Лёгкий,0.3,30.0,5.2,299.0,32
Майонез Любительский,3.1,47.0,3.0,449.0,32
Майонез Махеевъ Провансаль,0.6,40.0,1.8,369.0,32
Майонез Махеевъ Салатный,0.6,25.0,1.9,235.0,32
Майонез Провансаль,3.1,67.0,2.6,624.0,32
Майонез Слобода на перепелиных яйцах,0.0,67.0,2.2,616.0,32
Майонез Слобода Оливковый,3.0,67.0,2.8,627.0,32
Майонез Слобода Провансаль,3.0,67.0,2.8,627.0,32
Майонез столовый молочный,2.4,67.0,3.9,627.0,32
Майонез японский,4.3,10.2,5.8,134.0,32
Майоран,12.7,7.0,60.6,271.0,32
Мальтоза (солодовый сахар),0.0,0.0,95.3,362.0,32
Масала,15.0,15.0,45.0,379.0,32
Мёд,0.8,0.0,81.5,329.0,32
Мёд акациевый,0.8,0.0,71.0,288.0,32
Мёд вересковый,0.8,0.0,81.5,329.0,32
Мёд гречишный,0.5,0.0,76.8,309.0,32
Мёд дягилевый,0.2,0.0,82.0,329.0,32
Мёд искусственный,0.0,0.0,77.0,308.0,32
Мёд липовый,0.6,0.0,79.7,323.0,32
Мёд майский,0.3,0.0,82.4,331.0,32
Мёд монофлорный,0.8,0.0,80.3,324.0,32
Мёд падевый,0.8,0.0,80.3,324.0,32
Мёд подсолнечный,1.0,0.0,79.0,320.0,32
Мёд рапсовый,0.8,0.0,81.5,329.0,32
Мёд цветочный,0.3,0.0,80.1,322.0,32
Миндальный экстракт,0.1,0.1,0.1,,32
Миньонет,10.9,3.2,38.0,255.0,32
Мускатный орех,20.0,50.0,7.0,556.0,32
Мускатный орех молотый,20.0,50.0,7.0,555.0,32
Мускатный цвет (мацис),6.7,32.3,30.3,475.0,32
Мята свежая,3.7,0.4,8.0,49.0,32
Мята сушеная,19.9,6.0,22.2,285.0,32
Мятная эссенция,0.0,0.0,0.0,,32
Набор для глинтвейна Глинтмейстер Красная жара,7.0,9.0,63.0,310.0,32
Орегано сушеный,11.0,10.3,21.6,306.0,32
Паприка Santa Maria копченая,15.0,17.0,13.0,349.0,32
Паприка сушеная,14.1,12.8,34.0,358.0,32
Патока,0.0,0.3,78.3,296.0,32
Патока кукурузная,0.0,0.3,78.3,316.0,32
Пекмез можжевеловый,0.8,0.2,57.6,259.0,32
Пекмез рожкового дерева,3.2,0.5,59.0,263.0,32
Пекмез финиковый,1.1,0.5,57.0,271.0,32
Пектин,0.0,0.0,89.6,336.0,32
Перец анчо сушеный,11.9,8.2,29.8,281.0,32
Перец белый,10.4,2.1,42.4,296.0,32
Перец белый молотый,10.4,2.1,42.4,296.0,32
Перец водяной (горец перечный),0.1,0.1,0.1,1.0,32
Перец длинный чёрный,10.9,3.2,38.3,255.0,32
Перец душистый,6.1,8.7,50.5,263.0,32
Перец зелёный горошек,2.0,0.2,7.9,40.0,32
